gene	B10	B11	B12	B1	B2	B3	B4	B5	B6	B7	B8	B9
ENSMUSG00000115759.1	1	0	1	0	1	2	3	1	1	0	0	0
ENSMUSG00000040865.15	109	155	127	183	112	205	207	169	174	189	338	292
ENSMUSG00000113822.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097211.2	30	31	42	61	49	61	60	52	69	22	27	45
ENSMUSG00000022439.9	0	0	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000101880.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019647.16	77	99	99	95	73	115	83	82	122	31	65	81
ENSMUSG00000020009.13	80	85	82	154	144	172	130	97	109	54	60	89
ENSMUSG00000118405.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085389.7	0	0	0	1	0	0	0	0	0	1	2	0
ENSMUSG00000111439.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064177.8	3	2	0	2	0	0	0	0	0	0	3	0
ENSMUSG00000106463.1	3	0	0	0	2	0	0	0	0	0	0	1
ENSMUSG00000086607.7	1	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000116951.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028979.17	45	50	40	103	57	67	50	70	49	28	51	38
ENSMUSG00000051323.16	6	0	8	4	17	9	3	2	2	14	11	12
ENSMUSG00000004356.8	203	293	378	359	386	577	289	233	432	110	225	272
ENSMUSG00000070345.3	3	1	0	1	3	1	0	3	2	3	3	0
ENSMUSG00000080833.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077794.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089736.2	13	18	7	12	0	3	12	9	11	7	4	7
ENSMUSG00000035007.5	153	157	181	200	230	240	201	181	290	129	211	243
ENSMUSG00000020694.17	755	682	954	601	740	744	1115	823	1354	417	675	739
ENSMUSG00000056219.7	0	0	0	0	0	0	1	1	0	1	0	0
ENSMUSG00000027620.16	2382	2263	2119	1899	2135	2260	2671	2014	2590	995	1594	1748
ENSMUSG00000100715.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114568.1	0	0	0	0	0	0	1	1	0	0	0	0
ENSMUSG00000031584.16	245	357	374	663	970	1009	305	217	355	305	549	625
ENSMUSG00000096020.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109592.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020262.15	30	32	36	51	64	76	32	18	55	21	50	55
ENSMUSG00000085416.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103844.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085899.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112065.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083962.1	1	0	0	3	7	2	0	3	2	1	3	4
ENSMUSG00000039005.13	192	209	179	246	180	250	265	179	158	154	267	229
ENSMUSG00000042042.14	299	278	207	192	131	217	386	290	243	108	196	203
ENSMUSG00000013653.2	5	0	3	14	15	18	9	4	0	3	2	6
ENSMUSG00000022949.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108427.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078057.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117697.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092183.1	14	26	37	43	44	49	39	13	33	35	37	45
ENSMUSG00000111949.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081579.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088545.1	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000074923.10	5	3	3	12	15	16	14	13	36	3	19	18
ENSMUSG00000106973.1	0	0	0	0	0	1	2	0	0	0	0	0
ENSMUSG00000093401.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037447.16	284	278	327	174	198	179	753	644	877	134	173	201
ENSMUSG00000104107.1	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000115194.1	22	14	18	21	25	21	20	23	19	11	16	22
ENSMUSG00000073154.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077821.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086042.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102653.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014791.10	3	16	9	15	8	18	20	20	9	7	16	12
ENSMUSG00000006386.15	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000044787.7	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000040467.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070855.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030729.17	21	17	22	38	48	53	11	11	27	14	32	45
ENSMUSG00000085926.1	0	0	1	0	2	0	0	0	0	0	0	1
ENSMUSG00000056310.14	168	217	228	263	264	317	310	223	389	144	258	284
ENSMUSG00000100150.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035491.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117724.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092210.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024404.7	542	516	466	508	474	524	691	603	660	282	425	463
ENSMUSG00000089171.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110758.1	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000096530.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105782.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099779.1	5	3	4	3	7	6	2	7	4	7	4	5
ENSMUSG00000081606.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068079.5	0	0	1	0	0	0	10	2	18	1	0	0
ENSMUSG00000076630.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092693.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054752.16	6	6	7	7	5	10	9	7	5	14	14	21
ENSMUSG00000115221.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103399.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026176.13	515	544	666	661	818	978	724	587	981	402	631	670
ENSMUSG00000097276.1	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000104617.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055538.7	71	74	90	92	112	181	122	77	176	58	77	99
ENSMUSG00000113887.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063652.10	41	39	34	28	34	27	46	35	37	17	21	37
ENSMUSG00000054320.16	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044814.6	1	0	2	1	1	0	1	0	0	1	2	1
ENSMUSG00000118350.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111384.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046242.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089318.1	0	0	0	0	1	0	0	0	0	1	1	0
ENSMUSG00000013936.12	1	0	1	0	1	2	0	1	0	1	0	0
ENSMUSG00000107746.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077376.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099806.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014426.9	295	375	453	471	581	825	545	386	686	207	432	532
ENSMUSG00000092720.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080898.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114030.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032591.15	2	0	0	3	0	0	2	4	1	1	0	2
ENSMUSG00000029554.15	244	288	393	474	626	754	362	271	500	161	299	368
ENSMUSG00000024826.15	525	507	533	441	513	570	583	435	791	274	471	503
ENSMUSG00000038886.10	252	298	349	348	251	421	265	221	309	232	375	446
ENSMUSG00000096085.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027996.13	0	1	0	0	0	0	1	1	0	0	0	0
ENSMUSG00000103426.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041238.16	271	296	242	290	314	313	374	300	338	112	177	173
ENSMUSG00000066652.5	2	1	1	0	0	2	1	0	1	0	0	0
ENSMUSG00000113914.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043623.7	74	97	93	89	121	109	137	91	146	59	71	76
ENSMUSG00000097303.2	8	12	11	23	11	7	20	20	15	12	21	13
ENSMUSG00000022836.11	630	634	706	636	705	781	662	567	776	275	497	559
ENSMUSG00000101972.1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085361.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108009.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095969.1	3	2	3	1	1	2	1	0	0	8	11	8
ENSMUSG00000048206.6	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000110193.1	0	1	1	0	0	0	2	0	0	0	0	0
ENSMUSG00000041120.6	0	0	0	0	1	0	1	0	0	0	0	0
ENSMUSG00000081041.1	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000111411.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074593.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036264.9	51	55	58	112	92	129	74	73	138	88	137	145
ENSMUSG00000051728.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077403.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100807.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106555.4	5	7	18	9	13	16	12	4	6	10	4	6
ENSMUSG00000080925.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077886.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089828.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104052.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096112.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114540.1	72	105	42	88	117	73	79	86	83	48	60	58
ENSMUSG00000109684.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084170.1	0	0	0	1	2	1	1	0	0	1	0	0
ENSMUSG00000096595.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103936.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042626.13	847	919	815	1063	1265	1408	1035	758	969	817	1114	1249
ENSMUSG00000031828.9	30	40	45	57	79	62	60	45	74	34	59	75
ENSMUSG00000029173.12	193	190	193	160	170	214	230	193	179	129	156	146
ENSMUSG00000112157.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110220.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107181.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108519.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083005.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018923.13	206	186	135	216	207	137	217	175	202	74	130	113
ENSMUSG00000057503.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117789.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076212.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092275.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099241.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088637.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081551.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024013.15	51	70	58	96	86	88	52	50	48	31	41	56
ENSMUSG00000115286.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061079.14	90	80	111	97	163	189	102	90	173	55	97	114
ENSMUSG00000086134.1	1	1	0	2	0	1	0	0	0	0	0	0
ENSMUSG00000020897.12	717	752	718	1489	1792	1662	1174	865	1264	297	607	629
ENSMUSG00000102745.1	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000109711.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076695.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032454.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016933.17	447	501	575	686	735	838	500	361	712	356	626	758
ENSMUSG00000082863.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100242.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098050.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009210.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094239.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117816.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110730.1	26	29	31	32	57	55	37	33	62	13	15	36
ENSMUSG00000105874.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080360.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082297.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097934.1	2	0	0	1	0	2	2	0	2	0	1	3
ENSMUSG00000114095.1	0	0	0	0	1	0	2	2	0	0	0	0
ENSMUSG00000085992.1	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000064780.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115313.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047613.10	314	346	220	508	484	359	460	426	336	134	223	197
ENSMUSG00000024064.14	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103371.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104709.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113979.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097368.2	78	88	82	118	134	194	78	69	111	58	93	84
ENSMUSG00000095431.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058503.11	362	336	238	431	500	389	407	342	321	157	250	247
ENSMUSG00000040687.16	149	180	220	202	204	285	214	169	328	173	245	267
ENSMUSG00000033396.13	367	383	530	430	399	589	488	328	622	279	533	575
ENSMUSG00000046334.4	5	0	1	8	2	7	2	8	3	1	0	1
ENSMUSG00000118442.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056822.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062397.8	1034	1147	1003	1685	1708	1845	1684	1403	1607	500	767	754
ENSMUSG00000063615.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027442.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107838.1	17	24	19	10	16	11	20	7	11	5	7	22
ENSMUSG00000016552.13	61	77	84	105	119	147	112	73	162	21	65	75
ENSMUSG00000082324.1	0	0	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000077468.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098560.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105901.1	0	1	0	0	0	1	0	0	0	1	0	1
ENSMUSG00000091594.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092812.1	0	0	0	0	0	0	0	1	1	1	0	0
ENSMUSG00000087956.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064927.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114122.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028251.5	115	89	87	113	149	125	162	125	139	81	129	137
ENSMUSG00000102180.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060477.14	318	393	258	478	419	374	614	535	431	259	333	367
ENSMUSG00000033227.7	60	84	59	53	63	51	54	32	29	28	72	46
ENSMUSG00000028369.15	3	2	1	3	1	1	0	0	2	0	1	1
ENSMUSG00000038332.13	92	80	87	100	100	113	87	72	107	69	101	122
ENSMUSG00000103518.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094240.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096177.2	0	0	0	0	1	0	1	0	0	0	0	0
ENSMUSG00000038859.7	146	146	212	219	271	301	207	153	258	155	221	254
ENSMUSG00000083636.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090429.3	0	0	0	0	1	1	2	5	0	0	0	0
ENSMUSG00000101015.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074849.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027010.16	318	319	352	466	538	604	575	457	614	259	499	502
ENSMUSG00000117251.1	25	12	13	19	31	27	15	22	14	11	26	19
ENSMUSG00000110285.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088219.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111503.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106647.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081133.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046844.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098707.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065553.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019088.13	66	54	39	63	64	64	130	99	87	43	70	48
ENSMUSG00000104144.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055065.7	1743	1790	1555	2580	2465	2945	2914	2339	2636	1365	2141	2239
ENSMUSG00000059049.14	0	0	0	2	1	0	0	2	0	0	0	3
ENSMUSG00000003038.15	1971	2148	1521	3561	3711	3102	2788	2346	2405	713	1199	1101
ENSMUSG00000070529.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114632.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109776.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032109.15	52	64	72	39	46	43	60	56	102	46	70	88
ENSMUSG00000086765.7	1	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000102690.1	2	1	0	1	0	0	0	0	0	0	1	1
ENSMUSG00000039485.8	4	6	7	19	17	19	37	27	32	8	9	18
ENSMUSG00000058194.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028830.14	354	357	433	259	321	378	553	334	594	307	483	543
ENSMUSG00000094750.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084262.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089894.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112249.1	82	74	65	85	87	54	180	136	123	50	87	69
ENSMUSG00000073658.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110312.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071721.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076304.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092367.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117761.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035919.16	35	42	50	63	81	88	57	50	113	42	85	67
ENSMUSG00000110795.1	0	0	1	0	0	0	0	0	3	0	0	0
ENSMUSG00000097999.1	0	0	0	0	0	1	0	2	0	0	0	0
ENSMUSG00000115378.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113441.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074796.10	0	1	2	2	1	2	2	1	2	0	1	1
ENSMUSG00000102837.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015748.13	322	323	319	445	569	537	453	352	441	182	293	278
ENSMUSG00000109803.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079433.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118024.1	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000082955.1	0	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000111058.1	5	7	10	6	6	5	6	9	4	7	21	22
ENSMUSG00000015316.11	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000026638.15	6	5	6	2	3	3	10	9	2	1	4	8
ENSMUSG00000037129.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051255.6	119	117	79	153	148	127	165	127	144	60	88	71
ENSMUSG00000107300.1	3	3	2	6	1	1	3	5	4	2	3	3
ENSMUSG00000100334.1	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000098142.1	1	2	1	1	2	0	3	1	5	2	2	3
ENSMUSG00000116570.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106082.4	84	97	70	123	105	159	244	164	267	65	122	139
ENSMUSG00000117908.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039771.13	364	381	295	608	745	458	532	359	456	213	327	307
ENSMUSG00000087538.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110822.1	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000105966.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080452.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114187.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064872.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112250.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115405.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085035.1	1	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000103463.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108612.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010841.13	0	0	0	1	0	0	2	0	1	0	0	0
ENSMUSG00000021731.10	399	457	348	392	457	419	633	528	507	215	288	254
ENSMUSG00000113951.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083581.1	0	0	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000084919.1	0	0	0	0	0	0	2	0	2	0	1	0
ENSMUSG00000108046.1	2	2	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000118534.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088164.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111568.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104775.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034484.8	906	840	564	1114	1102	861	1304	1001	943	436	684	650
ENSMUSG00000091686.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098652.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039067.5	1061	1044	922	1825	2125	1897	1676	1431	1666	818	1185	1196
ENSMUSG00000002668.8	0	2	4	2	0	1	8	3	5	0	0	1
ENSMUSG00000114214.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109358.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033319.5	159	119	129	166	183	229	214	152	179	75	161	167
ENSMUSG00000102272.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114697.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112760.1	0	0	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000082390.1	0	0	0	0	1	0	0	3	0	0	0	0
ENSMUSG00000043807.6	1	0	2	7	5	8	0	0	4	0	4	0
ENSMUSG00000096269.3	0	1	0	0	0	0	0	3	0	0	1	0
ENSMUSG00000083728.1	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000078752.3	2	0	1	0	0	0	9	2	5	3	1	1
ENSMUSG00000101107.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057540.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117343.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110377.1	0	0	0	0	0	0	0	1	0	0	1	0
ENSMUSG00000106739.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013419.7	138	139	140	275	320	379	255	212	279	114	162	171
ENSMUSG00000018931.3	264	307	356	375	404	551	404	310	489	327	508	669
ENSMUSG00000099398.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104802.1	211	209	161	195	247	197	276	214	187	142	158	146
ENSMUSG00000021782.14	188	166	235	206	271	362	201	155	279	160	303	312
ENSMUSG00000081225.3	0	0	0	0	0	0	2	0	0	0	2	0
ENSMUSG00000065645.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091713.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113023.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029635.15	232	271	300	291	394	436	232	204	344	147	230	274
ENSMUSG00000101081.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104236.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095078.2	1	0	0	1	2	0	0	0	0	2	0	0
ENSMUSG00000020186.7	58	91	52	141	156	135	141	116	104	47	69	44
ENSMUSG00000029089.8	147	122	96	174	180	118	183	159	136	84	125	110
ENSMUSG00000030674.5	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114724.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038967.13	9	3	15	12	19	22	9	8	12	18	38	54
ENSMUSG00000109868.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100965.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107931.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042616.8	101	99	61	81	123	84	134	87	120	38	79	65
ENSMUSG00000118089.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094842.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005824.7	0	0	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000029203.16	806	940	790	1310	1459	1420	1236	934	1290	529	899	788
ENSMUSG00000070643.11	0	1	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000110404.1	2	1	3	1	0	8	0	3	3	1	1	2
ENSMUSG00000105548.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042499.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099425.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110887.1	1	3	3	6	7	8	5	4	6	3	3	5
ENSMUSG00000047867.11	1	0	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000038535.17	93	111	127	169	169	205	211	185	212	62	145	151
ENSMUSG00000076879.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103045.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097971.3	555	539	458	921	843	577	788	1062	733	382	526	628
ENSMUSG00000020213.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113533.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108677.1	62	54	59	82	81	104	88	60	106	45	75	108
ENSMUSG00000083163.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095105.2	8	9	17	26	25	23	12	8	2	7	15	8
